NODE_9_length_3842_cov_27.242963,Viral_Rep
NODE_41855_length_263_cov_3.134409,COX1
NODE_417_length_1199_cov_23.371658,PALP
NODE_41783_length_263_cov_3.946237,N6_N4_Mtase
NODE_41761_length_263_cov_4.650538,Ribosomal_S21
NODE_41721_length_264_cov_0.700535,LRR_4
NODE_416_length_1200_cov_9.775601,Trigger_N
NODE_41686_length_264_cov_0.732620,AAA_25
NODE_4165_length_479_cov_1.912935,CbiM
NODE_41619_length_264_cov_0.780749,Oxidored_q4
NODE_415_length_1202_cov_6.185053,eIF-1a Ribosomal_S13 Ribosomal_L36
NODE_4154_length_479_cov_11.945274,Ribosomal_L13
NODE_4150_length_480_cov_1.258065,PhoU
NODE_41451_length_264_cov_0.791444,Acyl-CoA_dh_1
NODE_413_length_1202_cov_20.422222,RNA_pol_A_CTD Ribosomal_L17 RNA_pol_L
NODE_4137_length_480_cov_2.302730,TonB_dep_Rec
NODE_4136_length_480_cov_2.503722,Mur_ligase_M
NODE_41278_length_264_cov_1.160428,PTS_EIIA_2
NODE_41214_length_264_cov_1.342246,P22_CoatProtein
NODE_411_length_1203_cov_29.095915,OmpA
NODE_41165_length_264_cov_1.540107,HIT
NODE_41160_length_264_cov_1.545455,DUF2829
NODE_41129_length_264_cov_1.556150,UPF0051
NODE_41110_length_264_cov_1.561497,HGTP_anticodon
NODE_4106_length_481_cov_1.579208,DNA_ligase_OB_2
NODE_41051_length_264_cov_1.577540,Ribosomal_S16
NODE_40_length_2666_cov_51.005794,ClpB_D2-small Clp_N AAA AAA_2
NODE_409_length_1205_cov_3.696809,S-AdoMet_synt_C
NODE_4097_length_481_cov_3.207921,tRNA-synt_1b
NODE_4093_length_482_cov_1.032099,Fic
NODE_40895_length_264_cov_2.352941,DUF2280
NODE_40852_length_264_cov_2.663102,AI-2E_transport
NODE_4083_length_482_cov_2.288889,Pribosyl_synth
NODE_4082_length_482_cov_2.333333,Glyco_hydro_20
NODE_40753_length_264_cov_3.893048,Exonuc_VII_S
NODE_40736_length_264_cov_4.379679,HATPase_c
NODE_40730_length_264_cov_4.673797,FDX-ACB
NODE_40700_length_265_cov_0.521277,DUF4138
NODE_406_length_1206_cov_4.148804,Lon_C
NODE_40695_length_265_cov_0.622340,Pept_tRNA_hydro
NODE_4063_length_483_cov_1.083744,DnaJ
NODE_405_length_1206_cov_14.901683,TIM
NODE_4059_length_483_cov_1.482759,Mntp
NODE_40587_length_265_cov_0.776596,Amidase_3
NODE_4056_length_483_cov_1.655172,DnaB_C
NODE_404_length_1207_cov_4.519469,PS_Dcarbxylase
NODE_40489_length_265_cov_0.781915,TctB
NODE_403_length_1214_cov_2.166227,DALR_1
NODE_4039_length_482_cov_13.844828,Ribosomal_L21p
NODE_40350_length_265_cov_0.787234,DUF1073
NODE_40343_length_265_cov_0.787234,Glycos_transf_4
NODE_40335_length_265_cov_0.787234,Ribosomal_L27
NODE_4030_length_484_cov_1.577396,DHQ_synthase
NODE_402_length_1217_cov_3.980702,HSP70
NODE_40276_length_265_cov_0.787234,PS_Dcarbxylase
NODE_4022_length_484_cov_2.314496,Iso_dh
NODE_4011_length_485_cov_0.843137,Prenyltransf
NODE_40038_length_265_cov_1.558511,DinB
NODE_40027_length_265_cov_1.558511,AAA_5
NODE_4000_length_485_cov_1.862745,Peptidase_C69
NODE_3_length_5584_cov_13759.613946,Phage_F Phage_GPA
NODE_3999_length_485_cov_1.928922,DUF1573
NODE_39912_length_265_cov_2.324468,Ribosomal_L18p
NODE_398_length_1227_cov_2.673913,MarR
NODE_39837_length_265_cov_2.691489,IPPT
NODE_3982_length_486_cov_1.332518,Acyltransferase
NODE_39626_length_266_cov_0.746032,HrcA
NODE_39605_length_266_cov_0.767196,DUF1768
NODE_395_length_1228_cov_5.606429,RNA_pol_Rpb1_2 RNA_pol_Rpb1_1
NODE_39598_length_266_cov_0.767196,HNH
NODE_39467_length_266_cov_0.777778,Ribosomal_L4
NODE_3945_length_487_cov_3.007317,Methyltransf_11
NODE_39457_length_266_cov_0.777778,Ldh_1_C
NODE_393_length_1229_cov_5.473090,DNA_pol3_beta DNA_pol3_beta_3 DNA_pol3_beta_2
NODE_39381_length_266_cov_0.783069,tRNA_Me_trans
NODE_392_length_1230_cov_15.705117,Flavodoxin_1
NODE_3928_length_488_cov_1.802920,HNH_3
NODE_3925_length_488_cov_2.734793,Chorismate_synt
NODE_3922_length_488_cov_3.951338,Plug
NODE_3919_length_488_cov_11.026764,HTH_20
NODE_39190_length_266_cov_1.238095,Peptidase_M24
NODE_3915_length_489_cov_1.121359,PqqD
NODE_39154_length_266_cov_1.359788,HTH_17
NODE_39130_length_266_cov_1.502646,MVIN
NODE_39089_length_266_cov_1.544974,DUF3310
NODE_39079_length_266_cov_1.550265,Amidohydro_1
NODE_3904_length_488_cov_3.036408,AMP-binding
NODE_39010_length_266_cov_1.798942,ATP-synt_DE_N
NODE_38_length_2689_cov_15.145865,SecY Ribosomal_L27A Ribosomal_L6 Ribosomal_S5_C Ribosomal_L18p Ribosomal_L30 Ribosomal_S5
NODE_3891_length_490_cov_0.825666,Sigma70_r4
NODE_38890_length_266_cov_2.333333,DUF2470
NODE_3886_length_490_cov_1.181598,MT-A70
NODE_38856_length_266_cov_2.603175,Ribosomal_S17
NODE_387_length_1235_cov_9.336788,RNA_pol_Rpb2_6 RNA_pol_Rpb2_7
NODE_3878_length_490_cov_2.234867,EFG_C
NODE_3873_length_490_cov_4.077482,Amidohydro_1
NODE_38673_length_267_cov_0.726316,RelA_SpoT
NODE_3860_length_491_cov_2.359903,DnaB_C
NODE_385_length_1240_cov_7.680138,IF3_C IF3_N Ribosomal_L35p
NODE_38551_length_267_cov_0.773684,dUTPase
NODE_3854_length_491_cov_7.611111,NlpE
NODE_38548_length_267_cov_0.773684,DUF4043
NODE_38535_length_267_cov_0.773684,Mu-like_Pro
NODE_38500_length_267_cov_0.773684,rve_3
NODE_384_length_1246_cov_4.463644,Peptidase_M75
NODE_3846_length_492_cov_1.932530,SLT
NODE_38334_length_267_cov_0.778947,Thiolase_C
NODE_38302_length_267_cov_0.821053,IstB_IS21
NODE_382_length_1250_cov_53.784314,DNA_binding_1 GSHPx
NODE_3827_length_493_cov_1.627404,PriCT_2
NODE_3826_length_493_cov_1.884615,HGTP_anticodon
NODE_38172_length_267_cov_1.342105,Toprim_4
NODE_3815_length_493_cov_2.403846,Smr
NODE_38140_length_267_cov_1.447368,KH_2
NODE_38135_length_267_cov_1.463158,DDE_Tnp_1
NODE_38110_length_267_cov_1.521053,Phage_lysozyme
NODE_38104_length_267_cov_1.521053,Flg_bbr_C
NODE_38084_length_267_cov_1.531579,Pox_D5
NODE_38083_length_267_cov_1.531579,Phage_holin_4_1
NODE_38076_length_267_cov_1.536842,CBS
NODE_3806_length_494_cov_1.095923,Ribosomal_S13
NODE_38024_length_267_cov_1.547368,Methyltransf_11
NODE_37_length_2704_cov_9.925010,FKBP_C FKBP_N
NODE_379_length_1252_cov_6.850213,PFK
NODE_378_length_1254_cov_2.614274,Ribosomal_S30AE Phage_integrase Phage_int_SAM_1
NODE_37821_length_267_cov_2.373684,DUF4953
NODE_377_length_1253_cov_5.305013,Ribosomal_S2
NODE_3776_length_495_cov_1.758373,Multi_ubiq
NODE_3775_length_495_cov_1.799043,DUF1367
NODE_37741_length_267_cov_3.621053,Fumerase
NODE_37676_length_267_cov_6.715789,Cass2
NODE_3764_length_495_cov_6.265550,RF-1
NODE_3763_length_496_cov_0.606205,Thioredoxin
NODE_37639_length_268_cov_0.722513,DUF1599
NODE_3757_length_496_cov_1.357995,OTCace
NODE_3756_length_496_cov_1.451074,ATP-synt_ab
NODE_37566_length_268_cov_0.764398,Thy1
NODE_3755_length_496_cov_1.539379,ExbD
NODE_37428_length_268_cov_0.769634,TIG
NODE_373_length_1256_cov_6.121289,Glyco_transf_9
NODE_3728_length_497_cov_1.828571,His_biosynth
NODE_37241_length_268_cov_0.774869,Methyltransf_25
NODE_37229_length_268_cov_0.895288,KOW
NODE_37225_length_268_cov_0.926702,AstA
NODE_37210_length_268_cov_1.036649,DUF2815
NODE_37203_length_268_cov_1.057592,Flg_new
NODE_370_length_1258_cov_1.903472,SNF2_N
NODE_3696_length_498_cov_3.092637,PqqD
NODE_3694_length_498_cov_3.874109,DUF417
NODE_3691_length_498_cov_5.249406,DUF4270
NODE_3688_length_498_cov_7.776722,SecY
NODE_36870_length_268_cov_2.172775,AI-2E_transport
NODE_3681_length_499_cov_1.677725,Peptidase_C26
NODE_36812_length_268_cov_2.293194,IMPDH
NODE_3680_length_499_cov_1.687204,DapB_N DapB_C
NODE_36804_length_268_cov_2.298429,GATase
NODE_36803_length_268_cov_2.298429,ACR_tran
NODE_367_length_1265_cov_3.560606,Ribosomal_L23 Ribosomal_L4
NODE_366_length_1270_cov_2.155909,PGI
NODE_36674_length_267_cov_3.596859,Methyltransf_21
NODE_36665_length_268_cov_3.806283,Aconitase
NODE_36648_length_268_cov_4.178010,MafB19-deam
NODE_365_length_1272_cov_17.466946,OmpA
NODE_36540_length_269_cov_0.750000,RVT_1
NODE_3651_length_500_cov_4.335697,Phage_capsid
NODE_364_length_1273_cov_7.170569,Aminotran_1_2
NODE_3643_length_501_cov_1.596698,DUF3168
NODE_3640_length_501_cov_1.804245,ABC_sub_bind
NODE_363_length_1275_cov_2.598497,Clp_N
NODE_36288_length_269_cov_0.770833,DnaB_C
NODE_36248_length_269_cov_0.770833,Trans_reg_C
NODE_3620_length_502_cov_0.736471,DnaB_C
NODE_36192_length_269_cov_0.770833,LysM
NODE_3618_length_502_cov_0.948235,N6_N4_Mtase
NODE_3616_length_502_cov_1.475294,Glycos_transf_2
NODE_3615_length_502_cov_1.731765,DNA_gyraseB
NODE_3612_length_502_cov_2.383529,ABC_tran_CTD
NODE_3611_length_502_cov_3.148235,Metallophos_2
NODE_36115_length_269_cov_1.151042,LacAB_rpiB
NODE_360_length_1279_cov_6.403494,GTP_EFTU_D2 GTP_EFTU GTP_EFTU_D3
NODE_36089_length_269_cov_1.218750,DUF3297
NODE_3607_length_502_cov_10.007059,DUF2582
NODE_36015_length_269_cov_1.473958,OMPdecase
NODE_35_length_2717_cov_4.499242,23S_rRNA_IVP Fer4_8 Fer2_3 FAD_binding_2 Fer4_17 Fer4_7 Succ_DH_flav_C
NODE_359_length_1279_cov_2229.884456,PGM_PMM_I PGM_PMM_III PGM_PMM_II
NODE_3596_length_503_cov_2.136150,Peptidase_S9
NODE_35965_length_269_cov_1.520833,Phage_Mu_F
NODE_35963_length_269_cov_1.520833,tRNA-synt_1d
NODE_3592_length_503_cov_3.154930,Phage_connect_1
NODE_358_length_1282_cov_2.941909,DUF1385
NODE_3589_length_503_cov_6.272300,GGACT
NODE_3588_length_503_cov_7.638498,Bac_DNA_binding
NODE_3587_length_504_cov_0.700234,Terminase_6C
NODE_3586_length_504_cov_0.800937,SNF2_N
NODE_35841_length_269_cov_2.119792,N6_N4_Mtase
NODE_3580_length_504_cov_1.667447,Cpn60_TCP1
NODE_3577_length_504_cov_2.138173,Ferritin
NODE_35774_length_269_cov_2.281250,PhoU
NODE_35768_length_269_cov_2.281250,GidB
NODE_35766_length_269_cov_2.281250,Band_7
NODE_35741_length_269_cov_2.291667,DUF1080
NODE_3573_length_504_cov_2.927400,Cpn10
NODE_35730_length_269_cov_2.291667,ABC_tran
NODE_356_length_1284_cov_7.589064,FeoB_N GTP_EFTU KH_dom-like MMR_HSR1
NODE_35628_length_269_cov_3.536458,MT-A70
NODE_3560_length_505_cov_1.469626,Phage_portal_2
NODE_35536_length_270_cov_0.715026,LIAS_N
NODE_35531_length_270_cov_0.720207,CTP_transf_like
NODE_3551_length_505_cov_11.299065,Ferritin
NODE_354_length_1287_cov_2.422663,AAA_24
NODE_3542_length_506_cov_2.256410,HGTP_anticodon
NODE_35395_length_270_cov_0.761658,RRM_1
NODE_35384_length_270_cov_0.761658,QueF
NODE_35330_length_270_cov_0.761658,DUF3387
NODE_352_length_1289_cov_3.614686,TfoX_N Sacchrp_dh_C
NODE_35246_length_270_cov_0.766839,DUF535
NODE_35183_length_270_cov_0.766839,ILVD_EDD
NODE_35180_length_270_cov_0.766839,Peptidase_S78
NODE_3514_length_507_cov_17.125581,HMA
NODE_3510_length_508_cov_1.443155,N6_N4_Mtase
NODE_35109_length_270_cov_1.010363,MMPL
NODE_350_length_1290_cov_3.879637,NQR2_RnfD_RnfE
NODE_348_length_1293_cov_4.678454,RNA_pol_Rpb1_5
NODE_3482_length_509_cov_3.087963,DnaJ_C
NODE_347_length_1294_cov_30.566968,Ribosomal_L27A
NODE_3477_length_510_cov_0.674365,Peptidase_S8
NODE_34774_length_270_cov_2.248705,CM_2
NODE_346_length_1295_cov_2.839901,Autotransporter
NODE_34698_length_270_cov_2.290155,MTHFR
NODE_34674_length_270_cov_2.616580,YtxH
NODE_3465_length_510_cov_2.413395,GDP_Man_Dehyd
NODE_3461_length_509_cov_4.572748,1-cysPrx_C AhpC-TSA
NODE_34611_length_270_cov_3.046632,N6_N4_Mtase
NODE_34600_length_270_cov_3.305699,Ribosomal_S6
NODE_34521_length_271_cov_0.670103,Peptidase_M2
NODE_3451_length_511_cov_1.806452,P22_AR_N
NODE_344_length_1304_cov_2.189079,ClpB_D2-small AAA_2
NODE_3444_length_511_cov_2.670507,FGE-sulfatase
NODE_343_length_1304_cov_2.455583,Phage_lysozyme
NODE_3438_length_512_cov_1.062069,DUF2335
NODE_34350_length_271_cov_0.757732,RNA_pol_Rpb2_6
NODE_342_length_1304_cov_5.025265,His_Phos_2
NODE_3424_length_512_cov_7.268966,Ribosomal_L30
NODE_3421_length_513_cov_1.293578,DUF1934
NODE_34215_length_271_cov_0.762887,PP-binding
NODE_341_length_1304_cov_33.602282,Thioredoxin MarR_2
NODE_34188_length_271_cov_0.762887,E1_dh
NODE_3416_length_513_cov_2.864679,DUF4410
NODE_34164_length_271_cov_0.762887,dUTPase
NODE_34053_length_271_cov_1.092784,DUF192
NODE_34027_length_271_cov_1.175258,FAD-oxidase_C
NODE_33_length_2747_cov_11.448689,Ribosomal_L27A SecY Peptidase_M24
NODE_339_length_1311_cov_4.588331,Peptidase_M41
NODE_33997_length_271_cov_1.257732,Cob_adeno_trans
NODE_3398_length_514_cov_3.791762,N6_N4_Mtase
NODE_3393_length_514_cov_4.906178,DNA_pol_A_exo1
NODE_3387_length_515_cov_1.385845,NinB
NODE_33845_length_271_cov_1.510309,DrsE
NODE_3381_length_515_cov_1.931507,Methyltransf_24
NODE_33816_length_271_cov_1.525773,Biotin_lipoyl
NODE_33797_length_271_cov_1.798969,ResIII
NODE_33758_length_271_cov_2.221649,DUF3098
NODE_33728_length_271_cov_2.252577,PGI
NODE_33632_length_271_cov_2.969072,EAL
NODE_335_length_1315_cov_3.567851,TetR_N adh_short
NODE_33557_length_271_cov_3.768041,Thy1
NODE_33534_length_271_cov_4.494845,ECH_1
NODE_3352_length_517_cov_0.972727,Anticodon_1
NODE_334_length_1316_cov_39.740920,Ribosomal_S11 Ribosomal_S4 Ribosomal_S13 S4
NODE_3347_length_517_cov_2.322727,TsaE
NODE_3335_length_518_cov_0.843537,Ribonuc_red_lgC
NODE_33313_length_272_cov_0.753846,GSHPx
NODE_332_length_1321_cov_4.746785,YqaJ
NODE_3324_length_518_cov_2.818594,NADHdh
NODE_33206_length_272_cov_0.758974,PG_binding_1
NODE_331_length_1327_cov_6.969600,Ribosomal_L30 Ribosomal_S5_C Ribosomal_S5 Ribosomal_L18p
NODE_3319_length_518_cov_4.337868,PolyA_pol
NODE_3316_length_518_cov_19.673469,Ribosomal_L18p
NODE_3310_length_519_cov_1.280543,PS_Dcarbxylase
NODE_33069_length_272_cov_0.907692,RHH_1
NODE_3303_length_519_cov_3.386878,FTHFS
NODE_33035_length_272_cov_1.112821,Ribonucleas_3_3
NODE_3302_length_519_cov_3.592760,DUF4293
NODE_3299_length_519_cov_3.950226,Mur_ligase_C
NODE_3294_length_520_cov_0.943567,Thiolase_N
NODE_32943_length_272_cov_1.338462,Prenyltransf
NODE_3292_length_520_cov_1.419865,HNH_3
NODE_32879_length_272_cov_1.492308,RusA
NODE_3285_length_520_cov_4.553047,RNA_pol_A_CTD
NODE_3283_length_520_cov_18.516930,Ribosom_S12_S23
NODE_32823_length_272_cov_1.502564,Ribosomal_L18p
NODE_327_length_1332_cov_4.674104,DUF2312
NODE_32758_length_272_cov_1.697436,GDP_Man_Dehyd
NODE_32743_length_272_cov_1.871795,SmpB
NODE_32737_length_272_cov_1.974359,SBP_bac_3
NODE_32714_length_272_cov_2.194872,Ftsk_gamma
NODE_32671_length_272_cov_2.241026,Transketolase_C
NODE_32634_length_272_cov_2.256410,DEAD
NODE_325_length_1335_cov_5.460254,Pyridox_ox_2
NODE_32579_length_272_cov_2.958974,Thy1
NODE_32546_length_272_cov_3.005128,Hydrolase_2
NODE_3252_length_522_cov_1.649438,Baseplate_J
NODE_32492_length_272_cov_4.143590,FAD_binding_2
NODE_3248_length_522_cov_2.853933,HNH
NODE_32477_length_272_cov_4.528205,Complex1_49kDa
NODE_3245_length_522_cov_3.528090,dCMP_cyt_deam_1
NODE_3241_length_522_cov_6.564045,Malic_M
NODE_3240_length_522_cov_19.665169,Ferritin
NODE_323_length_1340_cov_4.083927,DHBP_synthase GTP_cyclohydro2
NODE_32388_length_273_cov_0.739796,S-AdoMet_synt_C
NODE_32380_length_273_cov_0.744898,Prim-Pol
NODE_32369_length_273_cov_0.744898,DNA_ligase_OB_2
NODE_322_length_1340_cov_10.219319,NinB
NODE_32296_length_273_cov_0.750000,NifU
NODE_3226_length_523_cov_4.026906,Ribosomal_S15
NODE_321_length_1340_cov_16.283452,GSHPx
NODE_3219_length_524_cov_1.651007,VRR_NUC
NODE_32173_length_273_cov_0.755102,Carboxyl_trans
NODE_32144_length_273_cov_0.755102,Peptidase_M24
NODE_320_length_1342_cov_5.180237,DUF2582 tRNA-synt_2
NODE_32060_length_273_cov_0.755102,ClpS
NODE_31_length_2827_cov_4.641455,F420_oxidored NAD_Gly3P_dh_C tRNA_anti-codon tRNA-synt_2 ApbA NAD_Gly3P_dh_N
NODE_3199_length_524_cov_108.756152,ribosomal_L24 KOW
NODE_31999_length_273_cov_1.051020,DUF5309
NODE_31986_length_273_cov_1.107143,Na_H_antiport_1
NODE_31952_length_273_cov_1.153061,Ribosomal_S7
NODE_31942_length_273_cov_1.173469,Bac_DNA_binding
NODE_31927_length_273_cov_1.219388,EFG_C
NODE_3191_length_525_cov_1.850446,Pro_isomerase
NODE_3186_length_525_cov_2.553571,1-cysPrx_C AhpC-TSA
NODE_3184_length_525_cov_2.843750,ACR_tran
NODE_31843_length_273_cov_1.474490,DnaB
NODE_317_length_1345_cov_5.476341,Ribosom_S12_S23 Ribosomal_S7
NODE_3179_length_526_cov_1.178174,Methyltransf_5
NODE_31763_length_273_cov_1.500000,Phage_portal_2
NODE_31637_length_273_cov_2.239796,Thioredoxin
NODE_3159_length_527_cov_1.631111,N6_N4_Mtase
NODE_3148_length_528_cov_0.771619,tRNA-synt_2d
NODE_3145_length_528_cov_1.370288,Trp_repressor
NODE_31411_length_274_cov_0.736041,DNA_pol_A
NODE_31410_length_274_cov_0.736041,NAD_Gly3P_dh_C
NODE_313_length_1351_cov_6.924647,Phage_prot_Gp6
NODE_312_length_1351_cov_11.996075,Ribosomal_S3_C Ribosomal_L22 KH_2
NODE_3126_length_529_cov_2.513274,ECH_1
NODE_3123_length_528_cov_7.670354,HTH_18
NODE_31224_length_274_cov_0.746193,S4_2
NODE_31217_length_274_cov_0.746193,N6_N4_Mtase
NODE_311_length_1352_cov_3.147451,Orn_Arg_deC_N
NODE_3116_length_530_cov_2.335541,Toprim_4
NODE_310_length_1353_cov_7.147335,GDP_Man_Dehyd
NODE_3102_length_531_cov_1.973568,Peptidase_S78
NODE_31016_length_274_cov_0.918782,DEAD
NODE_31002_length_274_cov_0.984772,tRNA-synt_2d
NODE_30_length_2874_cov_8.672149,TonB_dep_Rec
NODE_309_length_1354_cov_3.766823,DUF5309
NODE_3098_length_531_cov_2.832599,Head-tail_con
NODE_3095_length_531_cov_3.557269,NlpE
NODE_3094_length_531_cov_3.918502,GreA_GreB
NODE_3093_length_531_cov_14.147577,HSP20
NODE_3088_length_532_cov_2.109890,Phage_BR0599
NODE_30881_length_274_cov_1.324873,Indigoidine_A
NODE_30864_length_274_cov_1.380711,Acetyltransf_11
NODE_307_length_1354_cov_5.068858,PBP_like_2
NODE_3079_length_532_cov_3.758242,ATP-synt_ab
NODE_3076_length_533_cov_1.017544,Amidase_3
NODE_30744_length_274_cov_1.502538,Prim-Pol
NODE_3072_length_533_cov_1.563596,Flavodoxin_1
NODE_30713_length_274_cov_1.903553,dCMP_cyt_deam_1
NODE_3070_length_533_cov_1.848684,ASL_C Lyase_1
NODE_306_length_1356_cov_1.494136,FAD_syn Flavokinase
NODE_3056_length_533_cov_12.383772,DUF1015
NODE_3055_length_534_cov_0.689278,EFG_C LepA_C
NODE_3052_length_534_cov_1.737418,Methyltransf_4
NODE_3049_length_534_cov_2.380744,Lon_C
NODE_30464_length_274_cov_4.299492,PK
NODE_30431_length_271_cov_0.444444,HSP70
NODE_30376_length_275_cov_0.732323,LemA
NODE_3035_length_536_cov_1.095861,PKD
NODE_3031_length_536_cov_1.492375,RuvC
NODE_30239_length_275_cov_0.742424,UPF0114
NODE_301_length_1369_cov_4.297214,HSP90
NODE_3019_length_536_cov_3.825708,HTH_26
NODE_3018_length_536_cov_4.281046,HTH_26
NODE_3016_length_536_cov_9.376906,TGT
NODE_30144_length_275_cov_0.747475,HEM4
NODE_30118_length_275_cov_0.747475,Phage_capsid
NODE_30071_length_275_cov_0.747475,SLT
NODE_30053_length_275_cov_0.838384,Peptidase_S41
NODE_30050_length_275_cov_0.858586,Pribosyltran
NODE_2_length_8134_cov_6.182822,Ribosomal_L2 Ribosomal_L6 Ribosomal_L5_C Ribosomal_L5 Ribosomal_S8 Ribosomal_L22 KH_2 Ribosomal_L23 Ribosomal_L3 Ribosomal_L16 Ribosomal_S3_C Ribosomal_L2_C Ribosomal_S17 Ribosomal_L29 Ribosomal_L4 ribosomal_L24 Ribosomal_S14 Ribosomal_L18p Ribosomal_L14 Ribosomal_S19
NODE_29_length_2896_cov_5.882228,Peptidase_M16_C Peptidase_M16
NODE_29970_length_275_cov_1.202020,FTSW_RODA_SPOVE
NODE_2994_length_539_cov_1.512987,SIS
NODE_29940_length_275_cov_1.277778,HATPase_c
NODE_298_length_1372_cov_1.716602,adh_short_C2
NODE_297_length_1375_cov_10.026965,HEM4 Ribonuclease_P
NODE_2973_length_540_cov_1.170626,Thy1
NODE_2970_length_540_cov_1.617711,NAD_binding_1
NODE_29641_length_275_cov_2.227273,DUF2283
NODE_295_length_1379_cov_5.670507,Autotransporter
NODE_2954_length_541_cov_0.836207,S1
NODE_29549_length_275_cov_3.196970,NinG
NODE_294_length_1380_cov_2.706830,TPR_8 TPR_21
NODE_29444_length_276_cov_0.718593,ABC_tran
NODE_29407_length_276_cov_0.728643,Phage_cap_E
NODE_29318_length_276_cov_0.738693,PEP-utilizers_C
NODE_29247_length_276_cov_0.738693,DUF5309
NODE_2920_length_543_cov_1.995708,Thy1
NODE_290_length_1388_cov_11.871854,PGK
NODE_29076_length_276_cov_0.743719,GCV_H
NODE_29074_length_276_cov_0.743719,Semialdhyde_dhC
NODE_28_length_2905_cov_12.356436,Ribosomal_L1 Ribosomal_L11_N SecE KOW Ribosomal_L11 NusG Ribosomal_L33
NODE_28991_length_276_cov_1.115578,HNH_3
NODE_2895_length_544_cov_2.899358,HHH_6
NODE_28902_length_276_cov_1.306533,Phage_lysozyme
NODE_2885_length_545_cov_1.705128,HI0933_like
NODE_28855_length_276_cov_1.457286,Ribosomal_L13
NODE_2884_length_545_cov_1.711538,DUF2800
NODE_28841_length_276_cov_1.462312,Thy1
NODE_2881_length_545_cov_2.074786,tRNA_Me_trans
NODE_28818_length_276_cov_1.472362,PP-binding
NODE_2877_length_546_cov_0.914712,PfkB
NODE_28748_length_276_cov_1.562814,S1
NODE_28720_length_276_cov_1.929648,BPD_transp_1
NODE_28701_length_276_cov_2.165829,Peptidase_M24
NODE_286_length_1394_cov_8.178436,DUF150_C DUF150
NODE_2866_length_546_cov_3.607676,DUF1232
NODE_28669_length_276_cov_2.195980,NQR2_RnfD_RnfE
NODE_2864_length_547_cov_0.625532,Terminase_GpA
NODE_2862_length_547_cov_1.917021,EFG_C EFG_IV
NODE_2861_length_547_cov_2.312766,Phage_portal
NODE_285_length_1395_cov_3.934750,Peptidase_M13_N Peptidase_M13
NODE_2857_length_547_cov_5.412766,RF-1
NODE_2856_length_547_cov_6.197872,DbpA
NODE_2855_length_548_cov_1.447983,DUF2800
NODE_28554_length_276_cov_2.914573,H_PPase
NODE_2850_length_548_cov_1.904459,TonB_dep_Rec
NODE_28506_length_276_cov_3.195980,MreB_Mbl
NODE_2848_length_548_cov_3.968153,DUF1290
NODE_28474_length_276_cov_3.819095,PGM_PMM_IV
NODE_28449_length_276_cov_4.919598,Ribosomal_L35p
NODE_28434_length_276_cov_7.809045,NfeD
NODE_283_length_1399_cov_4.428139,OEP
NODE_2838_length_549_cov_2.404661,Fe_dep_repr_C FeoA
NODE_2832_length_549_cov_5.661017,PhoH
NODE_28275_length_277_cov_0.735000,Pept_tRNA_hydro
NODE_2822_length_550_cov_2.276956,DNA_methylase
NODE_28183_length_277_cov_0.735000,LysM
NODE_2813_length_551_cov_1.354430,Queuosine_synth
NODE_28078_length_277_cov_0.740000,DUF378
NODE_2806_length_551_cov_5.951477,DUF2582
NODE_27_length_2928_cov_4.267181,Pox_VLTF3
NODE_2797_length_552_cov_2.195789,DUF4254
NODE_27952_length_277_cov_1.040000,Rib_5-P_isom_A
NODE_27900_length_277_cov_1.200000,BAAT_C
NODE_278_length_1410_cov_1887.087022,OmpA
NODE_27885_length_277_cov_1.230000,ECH_1
NODE_27855_length_277_cov_1.325000,FTSW_RODA_SPOVE
NODE_27825_length_277_cov_1.410000,Ribosomal_S10
NODE_277_length_1412_cov_11.588015,TonB_C
NODE_27757_length_277_cov_1.465000,AAA_2
NODE_27736_length_277_cov_1.465000,Glycos_transf_2
NODE_2772_length_554_cov_3.599581,ASL_C2
NODE_2770_length_554_cov_8.519916,N6_N4_Mtase
NODE_276_length_1414_cov_2.898280,FDX-ACB B5
NODE_2766_length_555_cov_1.223849,PP-binding
NODE_2753_length_556_cov_1.373695,GATase_5
NODE_27468_length_277_cov_3.090000,SIS
NODE_27465_length_277_cov_3.230000,VRR_NUC
NODE_2744_length_557_cov_2.325000,SAICAR_synt
NODE_27392_length_277_cov_7.155000,Ribosom_S12_S23
NODE_2735_length_558_cov_1.812890,HNH
NODE_2733_length_558_cov_2.686071,Cpn60_TCP1
NODE_27337_length_278_cov_0.726368,PhageMin_Tail
NODE_27252_length_278_cov_0.731343,NLPC_P60
NODE_2722_length_559_cov_2.477178,HTH_3
NODE_271_length_1419_cov_4.101341,YdfA_immunity
NODE_27173_length_278_cov_0.731343,UPF0051
NODE_2715_length_559_cov_8.589212,Sigma70_r3 Sigma70_r4
NODE_2709_length_560_cov_2.006211,Pribosyltran
NODE_2708_length_560_cov_2.016563,Phage_portal
NODE_27004_length_278_cov_0.736318,Transpeptidase
NODE_26_length_2963_cov_5.551629,Phosphorylase DUF3417
NODE_26984_length_278_cov_0.855721,GTP_EFTU_D3
NODE_2695_length_561_cov_2.336777,HhH-GPD
NODE_268_length_1422_cov_4.523420,MarR_2
NODE_267_length_1423_cov_2.410104,5_nucleotid_C
NODE_26784_length_278_cov_1.432836,adh_short
NODE_2673_length_562_cov_2.312757,DnaB_C
