Locus_tag	Product	Start	End	Length
CJCOGG_02401	phosphate response regulator transcription factor PhoB	182159	182848	689
CJCOGG_02402	phosphate regulon sensor histidine kinase PhoR	182906	184201	1295
CJCOGG_02403	branched-chain amino acid transporter carrier protein BrnQ	184608	185927	1319
CJCOGG_02404	proline-specific permease ProY	186003	187376	1373
CJCOGG_02405	maltodextrin glucosidase	187532	189349	1817
CJCOGG_02406	ACP phosphodiesterase	189354	189935	581
CJCOGG_02407	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	190028	191098	1070
CJCOGG_02408	tRNA guanosine(34) transglycosylase Tgt	191154	192281	1127
CJCOGG_02409	preprotein translocase subunit YajC	192304	192636	332
CJCOGG_02410	Protein translocase subunit SecD	192697	194511	1814
CJCOGG_02411	Protein translocase subunit SecF	194522	195493	971
CJCOGG_02412	HNH nuclease YajD	195622	195969	347
CJCOGG_02413	nucleoside-specific channel-forming protein Tsx	196146	197030	884
CJCOGG_02414	DUF3251 domain-containing protein	197329	197751	422
CJCOGG_02415	Putative lipoprotein	197755	197868	113
CJCOGG_02416	transcriptional regulator NrdR	198019	198468	449
CJCOGG_02417	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	198472	199575	1103
CJCOGG_02418	6%2C7-dimethyl-8-ribityllumazine synthase	199664	200134	470
CJCOGG_02419	transcription antitermination factor NusB	200154	200573	419
CJCOGG_02420	thiamine-phosphate kinase	200651	201628	977
CJCOGG_02421	phosphatidylglycerophosphatase A	201606	202124	518
CJCOGG_02422	1-deoxyxylulose-5-phosphate synthase YajO	202178	203152	974
CJCOGG_02423	1-deoxy-D-xylulose-5-phosphate synthase	203207	205069	1862
CJCOGG_02424	(2E%2C6E)-farnesyl diphosphate synthase	205094	205993	899
CJCOGG_02425	exodeoxyribonuclease VII small subunit	205993	206235	242
CJCOGG_02426	tRNA sulfurtransferase	206441	207889	1448
CJCOGG_02427	protein deglycase YajL	207943	208533	590
CJCOGG_02428	2-dehydropantoate 2-reductase	208496	209407	911
CJCOGG_02429	nucleotide binding protein YajQ	209575	210066	491
CJCOGG_02430	Inner membrane transport protein YajR	210194	211558	1364
CJCOGG_02431	Sel1 repeat family protein	211930	212901	971
CJCOGG_02432	Acetyltransferase	212957	213499	542
CJCOGG_02433	DUF1778 domain-containing protein	213483	213794	311
CJCOGG_02434	heme o synthase	213979	214869	890
CJCOGG_02435	cytochrome o ubiquinol oxidase subunit III	214881	215210	329
CJCOGG_02436	cytochrome o ubiquinol oxidase subunit III	215210	215824	614
CJCOGG_02437	cytochrome o ubiquinol oxidase subunit I	215814	217805	1991
CJCOGG_02438	cytochrome o ubiquinol oxidase subunit II	217827	218774	947
CJCOGG_02439	muropeptide MFS transporter AmpG	219234	220709	1475
CJCOGG_02440	Lipoprotein YajG	220753	221331	578
CJCOGG_02441	transcriptional regulator BolA	221639	221953	314
CJCOGG_02442	trigger factor	222297	223595	1298
CJCOGG_02443	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	223841	224464	623
CJCOGG_02444	ATP-dependent protease ATP-binding subunit ClpX	224590	225864	1274
CJCOGG_02446	endopeptidase La	226052	228406	2354
CJCOGG_02447	nucleoid-associated protein HU-beta	228615	228887	272
CJCOGG_02448	peptidylprolyl isomerase	229079	230950	1871
CJCOGG_02449	Uncharacterized protein YbaV	231101	231472	371
CJCOGG_02450	long-chain acyl-CoA thioesterase FadM	231566	231964	398
CJCOGG_02451	7-cyano-7-deazaguanine synthase QueC	232016	232711	695
CJCOGG_02452	Uncharacterized protein YbaE	232776	234476	1700
CJCOGG_02453	HMP-PP phosphatase	234576	235394	818
CJCOGG_02454	DNA-binding transcriptional regulator DecR	235547	236005	458
CJCOGG_02455	SmdA family multidrug ABC transporter permease/ATP-binding protein	236035	237807	1772
CJCOGG_02456	SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	237800	239581	1781
CJCOGG_02457	P-II family nitrogen regulator	239762	240100	338
CJCOGG_02458	ammonium transporter AmtB	240130	241416	1286
CJCOGG_02459	acyl-CoA thioesterase II	241465	242325	860
CJCOGG_02460	Lipoprotein	242543	243115	572
CJCOGG_02461	DNA base-flipping protein	243146	243457	311
CJCOGG_02463	Uncharacterized protein YbaA	243836	244189	353
CJCOGG_02464	cyclic-guanylate-specific phosphodiesterase PdeB	244231	245781	1550
CJCOGG_02465	Inner membrane protein YlaC	245945	246415	470
CJCOGG_02466	maltose O-acetyltransferase	246531	247082	551
CJCOGG_02467	Hha toxicity modulator TomB	247253	247471	218
CJCOGG_02468	Hha toxicity modulator TomB	247497	247871	374
CJCOGG_02469	efflux RND transporter permease AcrB	248417	251566	3149
CJCOGG_02470	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	251589	252782	1193
CJCOGG_02471	multidrug efflux transporter transcriptional repressor AcrR	252924	253571	647
CJCOGG_02472	mechanosensitive channel MscK	253699	257061	3362
CJCOGG_02473	pleiotropic regulatory protein RsmS	257273	257434	161
CJCOGG_02474	primosomal replication protein N''	257448	257975	527
CJCOGG_02475	DUF454 domain-containing protein	258045	258422	377
CJCOGG_02476	adenine phosphoribosyltransferase	258575	259126	551
CJCOGG_02477	DNA polymerase III subunit gamma/tau	259255	261186	1931
CJCOGG_02478	YbaB/EbfC family nucleoid-associated protein	261239	261568	329
CJCOGG_02479	recombination mediator RecR	261568	262173	605
CJCOGG_02480	molecular chaperone HtpG	262283	264157	1874
CJCOGG_02481	adenylate kinase	264278	264982	704
CJCOGG_02482	ferrochelatase	265218	266180	962
CJCOGG_02483	acetyl esterase	266177	267136	959
CJCOGG_02484	inosine/guanosine kinase	267288	268592	1304
CJCOGG_02486	YbaL family putative K(+) efflux transporter	268725	270401	1676
CJCOGG_02487	fosmidomycin MFS transporter	270639	271859	1220
CJCOGG_02488	bifunctional UDP-sugar hydrolase/5'-nucleotidase	272077	273729	1652
CJCOGG_02489	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	273766	274245	479
CJCOGG_02491	Uncharacterized protein YbaP	274449	275243	794
CJCOGG_02492	HigA family addiction module antitoxin	275327	275722	395
CJCOGG_02493	copper-exporting P-type ATPase CopA	275836	278340	2504
CJCOGG_02494	glutaminase A	278602	279534	932
CJCOGG_02495	Inner membrane transport protein YbaT	279537	280829	1292
CJCOGG_02496	Cu(I)-responsive transcriptional regulator	280954	281361	407
CJCOGG_02497	Inner membrane protein YbbJ	281362	281820	458
CJCOGG_02498	Protein QmcA	281817	282734	917
CJCOGG_02499	iron efflux ABC transporter ATP-binding subunit FetA	282880	283557	677
CJCOGG_02500	iron efflux ABC transporter permease subunit FetB	283544	284323	779
CJCOGG_02501	chaperedoxin	284386	285240	854
CJCOGG_02502	NADP(+)-dependent aldehyde reductase	285301	286071	770
CJCOGG_02503	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	286100	286693	593
CJCOGG_02504	putative ABC transporter ATP-binding protein YbbA	286694	287380	686
CJCOGG_02505	putative ABC transporter permease subunit YbbP	287377	289791	2414
CJCOGG_02506	rhs element protein RhsD	290221	294510	4289
CJCOGG_02507	Uncharacterized protein YbbC	294550	294918	368
CJCOGG_02508	Rhs-like	294918	295628	710
CJCOGG_02509	Inner membrane protein	295609	296100	491
CJCOGG_02510	Transcriptional regulator	296587	296985	398
CJCOGG_02511	tRNA 2-selenouridine(34) synthase MnmH	297101	298195	1094
CJCOGG_02512	HTH-type transcriptional activator AllS	298264	299190	926
CJCOGG_02513	ureidoglycolate lyase	299420	299902	482
CJCOGG_02514	HTH-type transcriptional repressor AllR	299980	300795	815
CJCOGG_02515	glyoxylate carboligase	300885	302666	1781
CJCOGG_02516	hydroxypyruvate isomerase	302679	303455	776
CJCOGG_02517	2-hydroxy-3-oxopropionate reductase	303555	304433	878
CJCOGG_02518	allantoin transporter	304602	306056	1454
CJCOGG_02519	allantoinase	306116	307477	1361
CJCOGG_02520	uracil/xanthine transporter	307534	308835	1301
CJCOGG_02521	glycerate 3-kinase	308857	310002	1145
CJCOGG_02523	(S)-ureidoglycine aminohydrolase	310131	310916	785
CJCOGG_02524	allantoate deiminase	310927	312162	1235
CJCOGG_02525	ureidoglycolate dehydrogenase	312184	313233	1049
CJCOGG_02526	Oxamate carbamoyltransferase subunit AllF	313550	315217	1667
CJCOGG_02527	Oxamate carbamoyltransferase subunit AllG	315227	316486	1259
CJCOGG_02528	Oxamate carbamoyltransferase subunit AllH	316497	317312	815
CJCOGG_02529	carbamate kinase	317309	318202	893
CJCOGG_02530	5-(carboxyamino)imidazole ribonucleotide synthase	318397	319464	1067
CJCOGG_02531	N5-carboxyaminoimidazole ribonucleotide mutase	319461	319970	509
CJCOGG_02532	UDP-2%2C3-diacylglucosamine diphosphatase	320088	320810	722
CJCOGG_02533	peptidylprolyl isomerase B	320813	321307	494
CJCOGG_02534	cysteine--tRNA ligase	321481	322866	1385
CJCOGG_02535	Inner membrane protein YbcI	322902	323423	521
CJCOGG_02536	ribosome-associated protein YbcJ	323531	323743	212
CJCOGG_02537	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	323745	324611	866
CJCOGG_02538	type 1 fimbrial major subunit FimA	325092	325634	542
CJCOGG_02539	type 1 fimbria chaperone FimC	325854	326546	692
CJCOGG_02540	fimbrial biogenesis usher protein	326577	329186	2609
CJCOGG_02541	type 1 fimbria D-mannose specific adhesin FimH	329199	330206	1007
CJCOGG_02542	fimbria assembly protein	330217	330732	515
CJCOGG_02543	fimbria biosynthesis transcriptional regulator FimZ	330735	331367	632
CJCOGG_02545	DNA-binding transcriptional regulator EnvY	331732	332493	761
CJCOGG_02546	DUF4434 domain-containing protein	332676	333566	890
CJCOGG_02547	bacteriophage adsorption protein NfrA	333567	336539	2972
CJCOGG_02548	cyclic di-3'%2C5'-guanylate-activated glycosyltransferase NrfB	336526	338763	2237
CJCOGG_02549	ISAs1 family ISEc1 transposase	339032	340168	1136
CJCOGG_02550	Type IV secretion protein Rhs	340272	340583	311
CJCOGG_02551	Immunity protein of metallopeptidase 4 toxin	340698	340919	221
CJCOGG_02552	Tox-MPTase4 domain-containing protein	340946	345808	4862
CJCOGG_02553	DUF1795 domain-containing protein	345828	346289	461
CJCOGG_02554	Actin cross-linking toxin VgrG1	346317	348218	1901
CJCOGG_02555	Cu(+)/Ag(+) sensor histidine kinase CusS	348955	350403	1448
CJCOGG_02556	copper response regulator transcription factor CusR	350393	351076	683
CJCOGG_02557	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	351233	352615	1382
CJCOGG_02558	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF	352639	352971	332
CJCOGG_02559	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	352987	354210	1223
CJCOGG_02560	Cu(+)/Ag(+) efflux RND transporter permease subunit CusA	354222	357365	3143
CJCOGG_02561	phenylalanine transporter	357467	358843	1376
CJCOGG_02562	mechanosensitive ion channel YbdG	358911	360158	1247
CJCOGG_02563	oxygen-insensitive NAD(P)H nitroreductase	360266	360919	653
CJCOGG_02564	MmcQ/YjbR family DNA-binding protein	361013	361381	368
CJCOGG_02565	Uncharacterized protein YbdJ	361446	361694	248
CJCOGG_02566	YbdK family carboxylate-amine ligase	361760	362878	1118
CJCOGG_02568	type I toxin-antitoxin system toxin HokE	363320	363472	152
CJCOGG_02569	IS4 family IS421 transposase	363549	364661	1112
CJCOGG_02570	IS4 family IS186B transposase	364684	364824	140
CJCOGG_02572	type I toxin-antitoxin system toxin HokE	365172	365324	152
CJCOGG_02573	IS4 family IS186B transposase	365354	365494	140
CJCOGG_02574	IS4 family IS421 transposase	365517	366629	1112
CJCOGG_02575	phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex	366795	367424	629
CJCOGG_02577	ferrienterobactin outer membrane transporter	367590	369830	2240
CJCOGG_02578	enterobactin/ferric enterobactin esterase	370073	371275	1202
CJCOGG_02579	enterobactin biosynthesis protein YbdZ	371278	371496	218
CJCOGG_02580	enterobactin synthase multienzyme complex component%2C ATP-dependent	371493	375374	3881
CJCOGG_02581	LPS O-antigen length regulator	375590	376723	1133
CJCOGG_02582	ferrienterobactin ABC transporter ATPase	376720	377535	815
CJCOGG_02583	iron-enterobactin ABC transporter permease	377532	378524	992
CJCOGG_02584	ferrienterobactin ABC transporter permease	378521	379525	1004
CJCOGG_02585	enterobactin exporter%2C iron-regulated	379636	380886	1250
CJCOGG_02586	ferrienterobactin ABC transporter periplasmic binding protein	380890	381846	956
CJCOGG_02587	isochorismate synthase 1	382221	383396	1175
CJCOGG_02588	(2%2C3-dihydroxybenzoyl)adenylate synthase EntE	383406	385016	1610
CJCOGG_02589	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	385030	385887	857
CJCOGG_02590	2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase EntA	385887	386633	746
CJCOGG_02591	proofreading thioesterase EntH	386636	387049	413
CJCOGG_02592	pyruvate/proton symporter CstA	387230	389335	2105
CJCOGG_02593	Uncharacterized protein YbdD	389517	389714	197
CJCOGG_02594	hydroxycarboxylate dehydrogenase HcxA	389724	390812	1088
CJCOGG_02595	methionine-oxo-acid transaminase	390921	392081	1160
CJCOGG_02596	Uncharacterized protein YbdM	392082	392711	629
CJCOGG_02597	Uncharacterized protein YbdN	392684	393904	1220
CJCOGG_02598	DNA-binding transcriptional repressor CitR	394051	394953	902
CJCOGG_02599	thiol:disulfide interchange protein DsbG	395162	395908	746
CJCOGG_02600	alkyl hydroperoxide reductase subunit C	396280	396843	563
CJCOGG_02601	alkyl hydroperoxide reductase subunit F	396942	398537	1595
CJCOGG_02602	universal stress protein UspG	398658	399086	428
CJCOGG_02603	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR	399307	400545	1238
CJCOGG_02604	small membrane protein YldA	400549	400638	89
CJCOGG_02605	nucleoside diphosphate kinase regulator	400776	401186	410
CJCOGG_02606	ribonuclease I	401416	402222	806
CJCOGG_02607	citrate/succinate antiporter CitT	402336	403799	1463
CJCOGG_02608	triphosphoribosyl-dephospho-CoA synthase CitG	403850	404728	878
CJCOGG_02609	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	404703	405254	551
CJCOGG_02610	citrate lyase subunit alpha	405258	406790	1532
CJCOGG_02611	citrate (pro-3S)-lyase subunit beta	406801	407709	908
CJCOGG_02612	citrate lyase acyl carrier protein 1	407706	408002	296
CJCOGG_02613	[citrate (pro-3S)-lyase] ligase	408017	409075	1058
CJCOGG_02614	sensor histidine kinase DpiB	409455	411113	1658
CJCOGG_02615	two-component response regulator DpiA	411082	411762	680
CJCOGG_02616	anaerobic C4-dicarboxylate transporter DcuC	411803	413188	1385
CJCOGG_02617	lipid IV(A) palmitoyltransferase PagP	413777	414337	560
CJCOGG_02618	transcription antiterminator/RNA stability regulator CspE	414512	414721	209
CJCOGG_02619	fluoride efflux transporter CrcB	414775	415158	383
CJCOGG_02620	deaminated glutathione amidase	415251	416039	788
CJCOGG_02621	deaminated glutathione amidase	416168	416371	203
CJCOGG_02622	lipoyl synthase	416472	417437	965
CJCOGG_02623	YbeF family transcriptional regulator	417646	418599	953
CJCOGG_02624	lipoyl(octanoyl) transferase LipB	418858	419499	641
CJCOGG_02625	DUF493 domain-containing protein	419600	419863	263
CJCOGG_02626	D-alanyl-D-alanine carboxypeptidase DacA	419974	421257	1283
CJCOGG_02627	endolytic peptidoglycan transglycosylase RlpA	421324	422412	1088
CJCOGG_02628	peptidoglycan glycosyltransferase MrdB	422423	423535	1112
CJCOGG_02629	peptidoglycan DD-transpeptidase MrdA	423538	425439	1901
CJCOGG_02630	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	425470	425937	467
CJCOGG_02631	ribosome silencing factor	425941	426258	317
CJCOGG_02632	adenosylcobalamin/alpha-ribazole phosphatase	426518	427129	611
CJCOGG_02633	nicotinate-nucleotide adenylyltransferase	427153	427794	641
CJCOGG_02634	DNA polymerase III subunit delta	427796	428827	1031
CJCOGG_02635	LPS assembly lipoprotein LptE	428827	429408	581
CJCOGG_02636	leucine--tRNA ligase	429423	432005	2582
CJCOGG_02637	zinc ribbon-containing protein	432240	432722	482
CJCOGG_02638	Sel1-repeat-containing protein YbeQ	432792	433769	977
CJCOGG_02639	Uncharacterized protein YbeR	433933	434640	707
CJCOGG_02640	Uncharacterized J domain-containing protein DjlB	434637	436064	1427
CJCOGG_02641	Sel1-repeat-containing protein YbeT	436074	436628	554
CJCOGG_02642	Uncharacterized protein YbeU	436729	437436	707
CJCOGG_02643	co-chaperone DjlC	437433	438884	1451
CJCOGG_02644	molecular chaperone HscC	438944	440614	1670
CJCOGG_02645	pyrimidine-specific ribonucleoside hydrolase RihA	440698	441633	935
CJCOGG_02646	glutamate/aspartate ABC transporter ATP-binding protein GltL	441751	442476	725
CJCOGG_02647	glutamate/aspartate ABC transporter permease GltK	442476	443150	674
CJCOGG_02648	glutamate/aspartate ABC transporter permease GltJ	443150	443890	740
CJCOGG_02650	glutamate/aspartate ABC transporter substrate-binding protein GltI	444060	444968	908
CJCOGG_02651	Outer membrane protein	445423	446499	1076
CJCOGG_02652	Peptidase S54	446514	447299	785
CJCOGG_02653	apolipoprotein N-acyltransferase	447377	448915	1538
CJCOGG_02654	CNNM family magnesium/cobalt transport protein CorC	448940	449818	878
CJCOGG_02655	rRNA maturation RNase YbeY	449908	450375	467
CJCOGG_02656	PhoH-like protein	450372	451451	1079
CJCOGG_02657	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	451565	452989	1424
CJCOGG_02658	3-demethoxyubiquinol 3-hydroxylase	453135	454310	1175
CJCOGG_02666	asparagine synthase B	455548	457212	1664
CJCOGG_02667	ribonucleotide monophosphatase NagD	457469	458221	752
CJCOGG_02668	DNA-binding transcriptional regulator NagC	458269	459489	1220
CJCOGG_02669	N-acetylglucosamine-6-phosphate deacetylase	459498	460646	1148
CJCOGG_02670	glucosamine-6-phosphate deaminase	460706	461506	800
CJCOGG_02671	PTS N-acetyl glucosamine transporter subunit IIABC	461839	463785	1946
CJCOGG_02672	hypothetical protein	463755	463877	122
CJCOGG_02673	glutamine--tRNA ligase	463988	465652	1664
CJCOGG_02674	chitoporin	466098	467504	1406
CJCOGG_02675	Uncharacterized lipoprotein ChiQ	467554	467880	326
CJCOGG_02676	ferric iron uptake transcriptional regulator	467964	468410	446
CJCOGG_02677	fur leader peptide	468403	468489	86
CJCOGG_02678	flavodoxin FldA	468699	469229	530
CJCOGG_02679	LexA regulated protein	469369	469731	362
CJCOGG_02680	Acyl-CoA esterase	469802	470566	764
CJCOGG_02681	replication initiation negative regulator SeqA	470751	471296	545
CJCOGG_02682	phosphoglucomutase (alpha-D-glucose-1%2C6-bisphosphate-dependent)	471322	472962	1640
CJCOGG_02683	putrescine-ornithine antiporter	473018	474337	1319
CJCOGG_02684	ornithine decarboxylase SpeF	474334	476532	2198
CJCOGG_02685	Leader peptide SpeFL	476843	476947	104
CJCOGG_02686	two-component system response regulator KdpE	477222	477899	677
CJCOGG_02687	two-component system sensor histidine kinase KdpD	477896	480580	2684
CJCOGG_02688	K(+)-transporting ATPase subunit C	480573	481145	572
CJCOGG_02689	potassium-transporting ATPase subunit KdpB	481154	483202	2048
CJCOGG_02690	potassium-transporting ATPase subunit KdpA	483225	484898	1673
CJCOGG_02691	Uncharacterized protein YbfA	485300	485506	206
CJCOGG_02692	rhs element protein RhsB	485749	489714	3965
CJCOGG_02693	Uncharacterized protein YhhH	489956	490339	383
CJCOGG_02694	Protein YibA	490444	491286	842
CJCOGG_02695	RHS repeat-associated core domain-containing protein	491334	492272	938
CJCOGG_02696	Uncharacterized protein YibG	492284	492745	461
CJCOGG_02697	Inner membrane protein YibH	494344	495480	1136
CJCOGG_02698	Inner membrane protein	495483	495845	362
CJCOGG_02699	PTS mannitol transporter subunit IICBA	496382	498295	1913
CJCOGG_02700	mannitol-1-phosphate 5-dehydrogenase	498525	499673	1148
CJCOGG_02701	mannitol operon repressor MtlR	499673	500260	587
CJCOGG_02702	Uncharacterized protein YibT	500272	500481	209
CJCOGG_02703	YibL family ribosome-associated protein	500766	501128	362
CJCOGG_02704	Putative inner membrane lipoprotein	501672	502355	683
CJCOGG_02705	trimeric autotransporter adhesin EhaG	502399	507249	4850
CJCOGG_02706	L-lactate permease	507618	509273	1655
CJCOGG_02707	transcriptional regulator LldR	509273	510049	776
CJCOGG_02708	quinone-dependent L-lactate dehydrogenase	510046	511236	1190
CJCOGG_02709	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	511422	511895	473
CJCOGG_02710	serine O-acetyltransferase	511948	512769	821
CJCOGG_02711	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	512849	513868	1019
CJCOGG_02712	protein-export chaperone SecB	513868	514335	467
CJCOGG_02713	glutaredoxin 3	514398	514649	251
CJCOGG_02714	Uncharacterized protein YibN	514791	515222	431
CJCOGG_02715	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	515467	517011	1544
CJCOGG_02716	murein hydrolase activator EnvC	517045	518304	1259
CJCOGG_02717	Uncharacterized protein YibQ	518308	519267	959
CJCOGG_02718	UDP-glucuronate:LPS(HepIII) glycosyltransferase	519254	520288	1034
CJCOGG_02719	L-threonine 3-dehydrogenase	520527	521552	1025
CJCOGG_02720	glycine C-acetyltransferase	521562	522758	1196
CJCOGG_02721	protein YibB	523033	523905	872
CJCOGG_02722	ADP-glyceromanno-heptose 6-epimerase	524194	525126	932
CJCOGG_02723	ADP-heptose--LPS heptosyltransferase RfaF	525136	526182	1046
CJCOGG_02724	lipopolysaccharide heptosyltransferase RfaC	526186	527178	992
CJCOGG_02725	O-antigen ligase RfaL	527175	528383	1208
CJCOGG_02726	WaaD	528419	529561	1142
CJCOGG_02727	Lipopolysaccharide 1%2C2-glucosyltransferase	529570	530583	1013
CJCOGG_02728	lipopolysaccharide core heptose(II) kinase RfaY	530608	531315	707
CJCOGG_02729	lipopolysaccharide 3-alpha-galactosyltransferase	531341	532348	1007
CJCOGG_02730	lipopolysaccharide core heptose(I) kinase RfaP	532391	533188	797
CJCOGG_02731	Lipopolysaccharide glucosyltransferase WaaG	533181	534305	1124
CJCOGG_02732	lipopolysaccharide core heptosyltransferase RfaQ	534302	535360	1058
CJCOGG_02733	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	535773	537050	1277
CJCOGG_02734	pantetheine-phosphate adenylyltransferase	537058	537537	479
CJCOGG_02735	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	537576	538385	809
CJCOGG_02736	50S ribosomal protein L33	538483	538650	167
CJCOGG_02737	50S ribosomal protein L28	538671	538907	236
CJCOGG_02738	DNA repair protein RadC	539124	539792	668
CJCOGG_02739	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	539964	541184	1220
CJCOGG_02740	dUTP diphosphatase	541162	541620	458
CJCOGG_02741	nucleoid occlusion factor SlmA	541727	542323	596
CJCOGG_02742	Orotate phosphoribosyltransferase	542360	543001	641
CJCOGG_02743	Putative PyrE leader peptide	543013	543051	38
CJCOGG_02744	ribonuclease PH	543067	543783	716
CJCOGG_02745	putative endoribonuclease YicC	543910	544773	863
CJCOGG_02746	DNA damage-inducible protein D	544994	545818	824
CJCOGG_02747	UPF0126 inner membrane protein YicG	546110	546727	617
CJCOGG_02748	NAD-dependent DNA ligase LigB	546724	548406	1682
CJCOGG_02749	guanylate kinase	548664	549287	623
CJCOGG_02750	guanylate kinase	549342	549617	275
CJCOGG_02751	bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase	549636	551744	2108
CJCOGG_02752	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	551751	552440	689
CJCOGG_02753	ATP-dependent DNA helicase RecG	552446	554527	2081
CJCOGG_02754	sodium/glutamate symporter	554693	555898	1205
CJCOGG_02755	xanthine/proton symporter XanP	556178	557569	1391
CJCOGG_02756	AsmA family protein YicH	557690	559399	1709
CJCOGG_02757	alpha-xylosidase	559452	561770	2318
CJCOGG_02758	glycoside-pentoside-hexuronide family transporter	561780	563162	1382
CJCOGG_02760	Integrase	563849	565033	1184
CJCOGG_02761	IS1 family transposase	565152	565529	377
CJCOGG_02762	IS1 family IS1B transposase ORF A	565574	565849	275
CJCOGG_02763	Acetyltransferase	565883	565972	89
CJCOGG_02764	Tn3-like element TnAs3 family transposase	566039	569005	2966
CJCOGG_02765	Transposon Tn21 resolvase	569008	569568	560
CJCOGG_02766	Transposon Tn21 modulator protein	569694	569894	200
CJCOGG_02767	class 1 integron integrase IntI1	570247	571260	1013
CJCOGG_02768	trimethoprim-resistant dihydrofolate reductase DfrA7	571343	571891	548
CJCOGG_02769	quaternary ammonium compound efflux SMR transporter QacE delta 1	572121	572468	347
CJCOGG_02770	sulfonamide-resistant dihydropteroate synthase Sul1	572462	573241	779
CJCOGG_02771	IS6 family IS15DIV transposase	573275	573979	704
CJCOGG_02772	Recombinase family protein	574045	574296	251
CJCOGG_02773	broad-spectrum class A beta-lactamase TEM-1	574479	575339	860
CJCOGG_02774	IS6 family IS15DIV transposase	575937	576641	704
CJCOGG_02775	Regulatory protein RepA	576703	577410	707
CJCOGG_02776	Replication protein C	577397	578248	851
CJCOGG_02777	sulfonamide-resistant dihydropteroate synthase Sul2	578556	579371	815
CJCOGG_02778	aminoglycoside O-phosphotransferase APH(3'')-Ib	579432	580235	803
CJCOGG_02779	aminoglycoside O-phosphotransferase APH(6)-Id	580235	581071	836
CJCOGG_02780	IS6 family IS15DIV transposase	581132	581836	704
CJCOGG_02781	Integrase	581883	583151	1268
CJCOGG_02782	EAL domain-containing protein	583226	583933	707
CJCOGG_02783	broad-spectrum mercury transporter MerE	583930	584166	236
CJCOGG_02784	mercury resistance co-regulator MerD	584163	584525	362
CJCOGG_02785	mercury(II) reductase	584543	586237	1694
CJCOGG_02786	organomercurial transporter MerC	586289	586711	422
CJCOGG_02787	mercury resistance system periplasmic binding protein MerP	586747	587022	275
CJCOGG_02788	mercuric transport protein MerT	587036	587386	350
CJCOGG_02789	mercury resistance transcriptional regulator MerR	587458	587892	434
CJCOGG_02790	IS4 family IS186B transposase	588097	588237	140
CJCOGG_02791	IS4 family IS421 transposase	588260	589372	1112
CJCOGG_02792	Relaxase	590244	590486	242
CJCOGG_02793	tetracycline resistance transcriptional repressor TetR(A)	590518	591195	677
CJCOGG_02794	tetracycline efflux MFS transporter Tet(A)	591274	592473	1199
CJCOGG_02795	PecM-like protein	592505	593203	698
CJCOGG_02796	Mu DNA binding I gamma subdomain domain-containing protein	593350	594057	707
CJCOGG_02797	hypothetical protein	594604	594813	209
CJCOGG_02798	Ybl85	594810	595193	383
CJCOGG_02799	Inovirus Gp2 family protein	595359	595928	569
CJCOGG_02800	Zinc ribbon domain-containing protein	596132	596329	197
CJCOGG_02801	AlpA family transcriptional regulator	597591	597797	206
CJCOGG_02802	Aec62	597892	598494	602
CJCOGG_02803	IstB ATP binding domain-containing protein	599227	599439	212
CJCOGG_02804	Primase C-terminal 1 domain-containing protein	601082	601954	872
CJCOGG_02805	G domain-containing protein	602053	602925	872
CJCOGG_02806	hypothetical protein	603685	604362	677
CJCOGG_02807	hypothetical protein	604363	605223	860
CJCOGG_02808	Uncharacterized protein YbfB	535	861	326
CJCOGG_02809	YbfO protein	979	2412	1433
CJCOGG_02810	Uncharacterized protein YbfC	2409	2978	569
CJCOGG_02811	Inactive transposase YbfQ	3204	3458	254
CJCOGG_02812	ISAs1 family transposase	3677	4345	668
